time_point,simulation,pair_distance_in_cell_diameter,heterogeneity_std,left_cell_fiber_density,left_cell_fiber_density_z_score,right_cell_fiber_density,right_cell_fiber_density_z_score
16,9D_19_heterogeneity,9.0,0.5,401.5052204639363,1.4295983708123274,352.20757965092145,-1.6353954495406986
17,9D_19_heterogeneity,9.0,0.5,403.68391784549925,1.565055035690837,353.9346358254131,-1.5280187796854945
18,9D_19_heterogeneity,9.0,0.5,405.17717316034094,1.6578955496935026,354.8804396803482,-1.4692150940966133
19,9D_19_heterogeneity,9.0,0.5,406.3281040223046,1.7294526449498933,355.4740252151384,-1.4323099609912877
20,9D_19_heterogeneity,9.0,0.5,407.6524915185024,1.8117941003350648,356.6978561681241,-1.3562204312248334
21,9D_19_heterogeneity,9.0,0.5,408.67027727113435,1.8750731333843842,359.35010544187975,-1.1913215131421087
22,9D_19_heterogeneity,9.0,0.5,408.145633219743,1.8424543153460375,360.161103918878,-1.1408991140308906
23,9D_19_heterogeneity,9.0,0.5,410.52809888881893,1.990579913903954,363.13332257547944,-0.9561066642304047
24,9D_19_heterogeneity,9.0,0.5,411.94372034160466,2.078593679536364,365.17053728263426,-0.82944643495401
25,9D_19_heterogeneity,9.0,0.5,415.03124591385733,2.2705551333314924,368.0275794102153,-0.6518148825894933
26,9D_19_heterogeneity,9.0,0.5,416.44887849841433,2.35869393753267,368.91479703082905,-0.5966536927304542
27,9D_19_heterogeneity,9.0,0.5,418.7756116012302,2.5033544621364903,369.95256611715223,-0.5321322311741394
28,9D_19_heterogeneity,9.0,0.5,421.88764091417056,2.6968393927663046,370.73532698956006,-0.48346545529648394
29,9D_19_heterogeneity,9.0,0.5,421.8506172093152,2.6945375092538937,371.7295397600498,-0.4216520308118246
30,9D_19_heterogeneity,9.0,0.5,423.1646538887976,2.7762354208762177,372.08541462727,-0.3995261389666961
31,9D_19_heterogeneity,9.0,0.5,424.4663386261121,2.8571653722921364,374.4916599525786,-0.2499220822472698
32,9D_19_heterogeneity,9.0,0.5,425.6952249433713,2.933569210410926,376.2677194186523,-0.13949871921570065
33,9D_19_heterogeneity,9.0,0.5,427.01552553793687,3.015656569899407,376.96823779157467,-0.09594522560746309
34,9D_19_heterogeneity,9.0,0.5,428.59179616467736,3.1136584144194828,379.8483723270526,0.08312205646609569
35,9D_19_heterogeneity,9.0,0.5,430.7957345370294,3.2506843933566825,383.46651652570154,0.30807378695696946
36,9D_19_heterogeneity,9.0,0.5,433.969494600624,3.4480073244701037,386.6158413124661,0.5038774978552331
37,9D_19_heterogeneity,9.0,0.5,434.50576279962195,3.4813488533723684,388.44720877003994,0.6177395376544588
38,9D_19_heterogeneity,9.0,0.5,437.0799605155993,3.6413950535904207,392.4700881311578,0.867854962622154
39,9D_19_heterogeneity,9.0,0.5,438.80467136816037,3.7486259071934582,394.8927451737551,1.0184793889016979
40,9D_19_heterogeneity,9.0,0.5,444.23971952813116,4.086540435128305,399.83149518602744,1.325537455337341
41,9D_19_heterogeneity,9.0,0.5,445.33010508952555,4.154333233168118,404.5974321767949,1.6218511771298374
42,9D_19_heterogeneity,9.0,0.5,447.0501671453674,4.261275056039026,406.3500011621322,1.7308140609760565
43,9D_19_heterogeneity,9.0,0.5,448.8446045614071,4.372841035677545,406.5376658192276,1.7424817798528642
44,9D_19_heterogeneity,9.0,0.5,452.3116311464613,4.588397295225474,411.4662361937659,2.0489069452767406
45,9D_19_heterogeneity,9.0,0.5,454.1139492021283,4.7004532397255945,413.49210725487563,2.1748619033787944
46,9D_19_heterogeneity,9.0,0.5,456.94238477587606,4.876306230088468,415.2858086165592,2.2863821201366634
47,9D_19_heterogeneity,9.0,0.5,460.5788122575045,5.102394691433471,419.3368346750859,2.538247516344334
48,9D_19_heterogeneity,9.0,0.5,461.37114110819766,5.151656339476084,420.93646634834363,2.6377017927055966
49,9D_19_heterogeneity,9.0,0.5,464.5881078751133,5.351665571120173,427.10620722341605,3.021294543665071
50,9D_19_heterogeneity,9.0,0.5,466.15960547381815,5.449370661045256,433.6065101833177,3.425439408894832
0,5D_17_heterogeneity,5.0,0.5,408.31725724384444,2.246660851783351,391.1059888363613,0.9837126954911454
1,5D_17_heterogeneity,5.0,0.5,408.2274933450784,2.240074053659927,391.0648403162784,0.9806932522785653
2,5D_17_heterogeneity,5.0,0.5,407.96859919193156,2.221076622113889,391.2140916577908,0.9916451880757714
3,5D_17_heterogeneity,5.0,0.5,407.4256522180455,2.1812356375101234,391.88771215454,1.0410748840324136
4,5D_17_heterogeneity,5.0,0.5,406.82675396589275,2.137288995957889,392.1358334639581,1.0592818135188034
5,5D_17_heterogeneity,5.0,0.5,406.4626119847787,2.110568568805834,392.8288852361052,1.110137359846096
6,5D_17_heterogeneity,5.0,0.5,406.1227521178075,2.0856299424229983,393.64272595623396,1.169856295874964
7,5D_17_heterogeneity,5.0,0.5,406.0364351482147,2.0792960770144164,394.0990632657907,1.203341937380701
8,5D_17_heterogeneity,5.0,0.5,405.99699264073,2.076401819547275,394.3470525000132,1.221539175302195
9,5D_17_heterogeneity,5.0,0.5,406.0256537678156,2.0785049485411986,394.7705040485446,1.2526116877885065
10,5D_17_heterogeneity,5.0,0.5,406.1733761499142,2.089344690604219,395.46491934634304,1.303567288461979
11,5D_17_heterogeneity,5.0,0.5,406.33686523973245,2.1013413801956777,397.03546459079405,1.4188125553355406
12,5D_17_heterogeneity,5.0,0.5,406.5236531738448,2.1150477190557635,398.07855159435945,1.4953533875866094
13,5D_17_heterogeneity,5.0,0.5,407.15906562543637,2.1616737413350826,399.70167911183773,1.6144570966854153
14,5D_17_heterogeneity,5.0,0.5,408.1515876506261,2.2345041587172063,400.5358676809091,1.6756691404677713
15,5D_17_heterogeneity,5.0,0.5,409.7673523574821,2.353067591069384,401.48312976115625,1.7451784217972917
16,5D_17_heterogeneity,5.0,0.5,410.7406009791727,2.4244837425857764,402.2284643078325,1.7998704334061737
17,5D_17_heterogeneity,5.0,0.5,412.31228017274805,2.5398122176763027,404.1473964450446,1.9406800325225397
18,5D_17_heterogeneity,5.0,0.5,415.5264143349831,2.775662633704074,406.08705884380566,2.083010800502402
19,5D_17_heterogeneity,5.0,0.5,417.2843190901609,2.904656181240865,408.8991958558345,2.2893630094446955
20,5D_17_heterogeneity,5.0,0.5,419.6673763246701,3.0795228830670722,410.2959075302087,2.39185251761225
21,5D_17_heterogeneity,5.0,0.5,421.824937051515,3.237842844010364,414.205065706355,2.6787032013812655
22,5D_17_heterogeneity,5.0,0.5,423.3162877942826,3.3472768860792446,415.18398107711414,2.7505351740979775
23,5D_17_heterogeneity,5.0,0.5,424.5674405011849,3.4390854016988865,417.20755520075926,2.8990233126867095
24,5D_17_heterogeneity,5.0,0.5,427.0101471709213,3.618329128068582,419.6117782177439,3.075443141529531
25,5D_17_heterogeneity,5.0,0.5,428.6285135416356,3.7370834682896814,421.0420793530694,3.180397415615259
26,5D_17_heterogeneity,5.0,0.5,431.2657734595728,3.930603345626207,422.86906049847977,3.3144597295916887
27,5D_17_heterogeneity,5.0,0.5,433.0747380301953,4.063343618752869,425.711741234331,3.5230532108664177
28,5D_17_heterogeneity,5.0,0.5,435.091505905557,4.2113323206634155,427.78438098560326,3.6751417432484446
29,5D_17_heterogeneity,5.0,0.5,436.61312282524256,4.322987268910247,429.98562340615996,3.8366670295187784
30,5D_17_heterogeneity,5.0,0.5,443.60990379098774,4.836405072378254,432.56974813297256,4.0262878919729435
31,5D_17_heterogeneity,5.0,0.5,446.29174800612043,5.0331965073135265,436.2125245385126,4.293591709230319
32,5D_17_heterogeneity,5.0,0.5,449.53415952957175,5.271121891923938,440.1268683990529,4.580822914085258
33,5D_17_heterogeneity,5.0,0.5,452.12417524098436,5.4611750297899535,444.6562169295774,4.913182635658341
34,5D_17_heterogeneity,5.0,0.5,453.6465509338293,5.572885656162304,445.7078312930771,4.990349198288607
35,5D_17_heterogeneity,5.0,0.5,457.092580594721,5.825752365559458,447.3668701623289,5.112088051668388
36,5D_17_heterogeneity,5.0,0.5,458.6309899226218,5.938639526359893,450.18488968926516,5.318871914523736
37,5D_17_heterogeneity,5.0,0.5,462.3479003023132,6.211383231239519,454.9371722252959,5.667590342762888
38,5D_17_heterogeneity,5.0,0.5,467.4768399372684,6.58774043527245,460.637113812642,6.085847181729045
39,5D_17_heterogeneity,5.0,0.5,471.18928199972737,6.860156258854964,466.09981651641573,6.486695634310488
40,5D_17_heterogeneity,5.0,0.5,474.0282993792663,7.068480926176477,470.6932527821799,6.823758059086244
41,5D_17_heterogeneity,5.0,0.5,478.76741313912413,7.4162330408822825,474.8386972831893,7.1279472312965355
42,5D_17_heterogeneity,5.0,0.5,483.9002669459001,7.792877463495939,480.1052456901031,7.514402049329795
43,5D_17_heterogeneity,5.0,0.5,489.1423249347359,8.177535195595365,483.7998852346375,7.785511539372098
44,5D_17_heterogeneity,5.0,0.5,490.5630468811744,8.281786556992893,486.46965952692153,7.981417293691196
45,5D_17_heterogeneity,5.0,0.5,494.43327087225276,8.56578028355898,489.0136952592642,8.168096460016132
46,5D_17_heterogeneity,5.0,0.5,498.9097813846741,8.89426279655187,492.846741869014,8.44936214213523
47,5D_17_heterogeneity,5.0,0.5,501.8043730515755,9.106665457551712,497.90498942014085,8.820532021514236
48,5D_17_heterogeneity,5.0,0.5,505.51733667135557,9.379119552564397,500.53156032775587,9.01326754841479
49,5D_17_heterogeneity,5.0,0.5,508.6341562643555,9.607829108727222,509.080974790441,9.64061627004251
50,5D_17_heterogeneity,5.0,0.5,511.6641791410575,9.83016959607853,510.68971748123744,9.758664432861616
0,4D_18_heterogeneity,4.0,0.5,343.87173408868756,-2.3620637519937073,397.31884684598396,0.7175135931536243
1,4D_18_heterogeneity,4.0,0.5,343.9762049528523,-2.356044229330797,397.0297081543694,0.7008536667634916
2,4D_18_heterogeneity,4.0,0.5,344.0744015386425,-2.350386225270903,396.81744676422795,0.6886233453371973
3,4D_18_heterogeneity,4.0,0.5,344.41387853775007,-2.3308258482605004,396.4806645023758,0.6692182368038888
4,4D_18_heterogeneity,4.0,0.5,344.68182717868865,-2.315386874633533,396.3988566406552,0.6645045371368217
5,4D_18_heterogeneity,4.0,0.5,344.8400469446555,-2.3062703857964526,396.55005906856525,0.6732166929016716
6,4D_18_heterogeneity,4.0,0.5,345.0426822283539,-2.2945947124660937,396.9558199015686,0.6965962882511811
7,4D_18_heterogeneity,4.0,0.5,345.3033918979085,-2.279572842235851,398.1132076815674,0.7632839913460163
8,4D_18_heterogeneity,4.0,0.5,345.545169453464,-2.2656418243708667,399.01844281495045,0.8154428726209871
9,4D_18_heterogeneity,4.0,0.5,346.22597020082856,-2.2264146622290335,399.037418647571,0.8165362440161614
10,4D_18_heterogeneity,4.0,0.5,347.122192721212,-2.174775080077668,399.67502291962427,0.8532744618559347
11,4D_18_heterogeneity,4.0,0.5,348.05228117770105,-2.1211841713864272,400.22975497315235,0.8852376526915132
12,4D_18_heterogeneity,4.0,0.5,349.1546651040504,-2.057665743727739,400.56819176524414,0.9047380938551551
13,4D_18_heterogeneity,4.0,0.5,350.59312655189706,-1.9747828140777817,402.1442286495309,0.9955480035691918
14,4D_18_heterogeneity,4.0,0.5,351.29090141006475,-1.9345776180556025,403.46647414736515,1.0717346686626696
15,4D_18_heterogeneity,4.0,0.5,353.4621438342239,-1.8094724695206978,405.01651598515565,1.1610467658262065
16,4D_18_heterogeneity,4.0,0.5,355.5916337553091,-1.6867730648311863,408.17086314104716,1.3427975759050408
17,4D_18_heterogeneity,4.0,0.5,357.47868464369816,-1.5780427917589561,409.4698616246624,1.4176447677391066
18,4D_18_heterogeneity,4.0,0.5,360.23845299162235,-1.4190272782228803,412.37959786977024,1.5853013044257358
19,4D_18_heterogeneity,4.0,0.5,362.2987884805516,-1.3003124933116346,413.6803264222153,1.6602481813596854
20,4D_18_heterogeneity,4.0,0.5,363.046780761225,-1.2572138119597123,414.66307610198766,1.7168733851105589
21,4D_18_heterogeneity,4.0,0.5,364.4145336584303,-1.1784050490781677,416.73741938757195,1.8363952873946405
22,4D_18_heterogeneity,4.0,0.5,366.06870140932233,-1.0830933050396645,417.34777023267236,1.8715631858683734
23,4D_18_heterogeneity,4.0,0.5,367.69029431128536,-0.9896584961920094,417.63809725919793,1.888291583109066
24,4D_18_heterogeneity,4.0,0.5,370.41793685771427,-0.83249404411418,418.5585301545804,1.9413261465516214
25,4D_18_heterogeneity,4.0,0.5,372.00650758950604,-0.7409619447282835,419.00806095710203,1.9672277304534103
26,4D_18_heterogeneity,4.0,0.5,373.9834297359967,-0.6270533659225637,419.3849221842756,1.98894215500499
27,4D_18_heterogeneity,4.0,0.5,376.010833873072,-0.5102360575985951,420.74691524791155,2.0674190411572457
28,4D_18_heterogeneity,4.0,0.5,379.27277890896454,-0.32228554885424504,420.7232833110413,2.0660573889808598
29,4D_18_heterogeneity,4.0,0.5,381.8784846407076,-0.17214699270743053,421.5803288502755,2.115439626677599
30,4D_18_heterogeneity,4.0,0.5,387.15104359417165,0.131653386141378,423.84420107055945,2.245882025569259
31,4D_18_heterogeneity,4.0,0.5,390.27238693157886,0.31150254416710427,424.94410070509986,2.309257310439143
32,4D_18_heterogeneity,4.0,0.5,393.59102894300173,0.502719884595598,426.47799553874904,2.3976390309072837
33,4D_18_heterogeneity,4.0,0.5,400.1267902732102,0.8793049139347598,427.6603646026634,2.4657661344117954
34,4D_18_heterogeneity,4.0,0.5,401.8345719313101,0.9777058458733084,429.6251460320371,2.578975175385472
35,4D_18_heterogeneity,4.0,0.5,407.18859808587206,1.2862002958127838,431.50908118104303,2.687525922194773
36,4D_18_heterogeneity,4.0,0.5,410.78907257192145,1.4936565845999645,433.3608035111159,2.7942205936748015
37,4D_18_heterogeneity,4.0,0.5,415.8976644597275,1.7880093200738405,435.50128309821525,2.917553213607235
38,4D_18_heterogeneity,4.0,0.5,416.2338224880474,1.8073784608000079,435.01008561771414,2.889250831029269
39,4D_18_heterogeneity,4.0,0.5,421.59705842481884,2.1164035705858795,435.9265064307549,2.9420542216871968
40,4D_18_heterogeneity,4.0,0.5,425.39696171244856,2.3353507779209997,439.093270791442,3.1245205005838184
41,4D_18_heterogeneity,4.0,0.5,427.0588924759719,2.431109820168819,440.98569073762684,3.2335601342164155
42,4D_18_heterogeneity,4.0,0.5,429.9813235499566,2.599497822137535,444.28983723517047,3.4239422554189147
43,4D_18_heterogeneity,4.0,0.5,431.254947547518,2.672882957587918,445.4276415675461,3.4895015768570254
44,4D_18_heterogeneity,4.0,0.5,435.35238802925505,2.908974005909783,448.28508735193077,3.6541451815085493
45,4D_18_heterogeneity,4.0,0.5,439.9794703112734,3.175582565937024,451.9164827831929,3.863383108955991
46,4D_18_heterogeneity,4.0,0.5,445.50557003535556,3.4939917491343904,454.6886206571885,4.023111344102168
47,4D_18_heterogeneity,4.0,0.5,451.63951882444206,3.847424680356403,459.5415421417007,4.302732567597394
48,4D_18_heterogeneity,4.0,0.5,452.5328346535403,3.8988967814190914,464.808921606188,4.606234508680543
49,4D_18_heterogeneity,4.0,0.5,453.70154353824313,3.9662367969732877,469.6866258586738,4.887283694265098
50,4D_18_heterogeneity,4.0,0.5,456.3320512597131,4.11780442275057,473.7096921120792,5.119089362576391
0,5D_3_heterogeneity,5.0,0.5,372.77199080559166,-0.7082333723491698,373.0565596252158,-0.6943222687128788
1,5D_3_heterogeneity,5.0,0.5,372.92485861114426,-0.7007604528335908,373.02764845838425,-0.6957355867235139
2,5D_3_heterogeneity,5.0,0.5,372.5438413773201,-0.7193864225864997,373.09845640643397,-0.6922741509102238
3,5D_3_heterogeneity,5.0,0.5,372.34050765625415,-0.7293263607365659,373.2217528091506,-0.6862468249423328
4,5D_3_heterogeneity,5.0,0.5,371.9175958225762,-0.7500003416564653,373.38082978213646,-0.6784703712174425
5,5D_3_heterogeneity,5.0,0.5,372.2092590800927,-0.7357424274985851,373.55126047776395,-0.6701388924812601
6,5D_3_heterogeneity,5.0,0.5,372.7020196381943,-0.7116539022670374,373.97100405826353,-0.6496197911380085
7,5D_3_heterogeneity,5.0,0.5,372.88317064588836,-0.702798362699566,374.50223295154694,-0.6236507471688975
8,5D_3_heterogeneity,5.0,0.5,373.6042450112567,-0.6675487515884118,375.18901617582264,-0.5900774532950864
9,5D_3_heterogeneity,5.0,0.5,374.4492425118567,-0.6262411767853153,375.6504752694054,-0.5675190954144981
10,5D_3_heterogeneity,5.0,0.5,375.79477263199016,-0.5604651407050134,377.4697953254346,-0.4785819100952091
11,5D_3_heterogeneity,5.0,0.5,377.1261533703488,-0.49538079500919857,377.50559926737253,-0.4768316398177258
12,5D_3_heterogeneity,5.0,0.5,377.83899824726166,-0.4605334811944554,379.33800117972226,-0.38725494993405674
13,5D_3_heterogeneity,5.0,0.5,379.02869001730494,-0.4023755792494256,380.850100191257,-0.31333621883212126
14,5D_3_heterogeneity,5.0,0.5,380.1948808524658,-0.3453665169458247,381.5607774222242,-0.2785948700610435
15,5D_3_heterogeneity,5.0,0.5,381.2586722284549,-0.29336323669072983,383.3384278891638,-0.19169469629162214
16,5D_3_heterogeneity,5.0,0.5,382.51662102396546,-0.23186860039639734,384.80490214620437,-0.12000632440116878
17,5D_3_heterogeneity,5.0,0.5,383.7696677712091,-0.17061359998895434,386.91127168501504,-0.017036768602954045
18,5D_3_heterogeneity,5.0,0.5,384.98305308255914,-0.11129744286661891,387.6180462364862,0.01751379827220027
19,5D_3_heterogeneity,5.0,0.5,385.64206002356326,-0.07908198839254328,388.5078835923229,0.061013362605485164
20,5D_3_heterogeneity,5.0,0.5,386.99846599732496,-0.012774287855272595,390.42081191745274,0.15452657397848069
21,5D_3_heterogeneity,5.0,0.5,388.23912771882505,0.04787527244497987,394.876484261872,0.3723414415189107
22,5D_3_heterogeneity,5.0,0.5,390.1884718356807,0.14316866427964467,396.1619680556618,0.4351821220326817
23,5D_3_heterogeneity,5.0,0.5,391.3977472440358,0.20228390941670762,397.9787941425732,0.5239973900494717
24,5D_3_heterogeneity,5.0,0.5,392.7905026052771,0.2703685442541301,399.0874890351767,0.5781957719115612
25,5D_3_heterogeneity,5.0,0.5,394.69366093166843,0.3634041507189108,401.6133446916791,0.7016718430226712
26,5D_3_heterogeneity,5.0,0.5,397.68567350218444,0.5096682319506708,407.03732044291826,0.9668220759114045
27,5D_3_heterogeneity,5.0,0.5,400.4230165232337,0.6434828308381639,408.6933952653815,1.0477790427188216
28,5D_3_heterogeneity,5.0,0.5,401.4840352594949,0.6953505710202053,410.5162094445542,1.1368870377186335
29,5D_3_heterogeneity,5.0,0.5,405.137675912481,0.8739582408295121,413.35491414120816,1.2756566867621757
30,5D_3_heterogeneity,5.0,0.5,407.61206295471237,0.9949182765292721,414.6952769848517,1.3411801213140913
31,5D_3_heterogeneity,5.0,0.5,410.1094724753924,1.1170037626001807,415.9625181481026,1.4031290135976533
32,5D_3_heterogeneity,5.0,0.5,412.87738196902325,1.252312598869127,416.99190856382535,1.4534506081217358
33,5D_3_heterogeneity,5.0,0.5,416.06519907542577,1.4081485551740964,418.2779311359298,1.5163176267317957
34,5D_3_heterogeneity,5.0,0.5,418.1235357895104,1.5087700336123602,419.49542842280795,1.5758347971548734
35,5D_3_heterogeneity,5.0,0.5,421.70766745189263,1.68397976694633,421.40481635572417,1.669174936990862
36,5D_3_heterogeneity,5.0,0.5,423.3301458161035,1.7632943759818065,423.7103430930512,1.7818802622670327
37,5D_3_heterogeneity,5.0,0.5,428.0649151366053,1.994752856915958,429.02056358218476,2.0414695864012002
38,5D_3_heterogeneity,5.0,0.5,432.8485865939613,2.2286019114017477,432.79674579198894,2.226067681651004
39,5D_3_heterogeneity,5.0,0.5,434.00885580353986,2.285321495935861,434.5385751885538,2.3112167478219034
40,5D_3_heterogeneity,5.0,0.5,435.36260874858715,2.3514995035663513,438.0888497320073,2.4847713810262606
41,5D_3_heterogeneity,5.0,0.5,435.93899810738253,2.379676210050385,438.0005444961568,2.4804545929495982
42,5D_3_heterogeneity,5.0,0.5,436.6389747692955,2.4138944631243406,441.9669758955237,2.6743529910091866
43,5D_3_heterogeneity,5.0,0.5,438.33975735012683,2.497036961926535,444.6444288578097,2.8052398734471424
44,5D_3_heterogeneity,5.0,0.5,441.31714302644673,2.6425860096514335,447.45625059154185,2.942695352920912
45,5D_3_heterogeneity,5.0,0.5,442.5765025728439,2.7041496102891336,449.81016766787565,3.0577662325884853
46,5D_3_heterogeneity,5.0,0.5,442.1066689776905,2.6811818661679676,453.5411953583169,3.2401569559999603
47,5D_3_heterogeneity,5.0,0.5,443.63482543472475,2.755885563060507,453.82513101776567,3.2540371076969996
48,5D_3_heterogeneity,5.0,0.5,446.46733077474454,2.8943521574941653,459.5892147864746,3.535813469494742
49,5D_3_heterogeneity,5.0,0.5,447.8664968988033,2.9627501815007165,461.74368717213787,3.6411345256739573
50,5D_3_heterogeneity,5.0,0.5,449.10993926969417,3.02353567342518,467.4406558865835,3.9196299782117
0,5D_4_heterogeneity,5.0,0.5,367.61542245691857,-1.2686775683389315,374.4839182463091,-0.7963593627942299
1,5D_4_heterogeneity,5.0,0.5,367.9085288406257,-1.2485218478680686,374.6086618111117,-0.7877812609088328
2,5D_4_heterogeneity,5.0,0.5,367.890923121568,-1.2497325207559384,376.6847880356207,-0.6450145994865334
3,5D_4_heterogeneity,5.0,0.5,368.03459502563794,-1.2398527948307474,378.04061501086255,-0.5517799548698051
4,5D_4_heterogeneity,5.0,0.5,367.96712487165917,-1.2444924398173984,378.19338012384975,-0.5412749263674366
5,5D_4_heterogeneity,5.0,0.5,366.96286430844197,-1.3135513082599966,378.7425943017792,-0.5035077262506308
6,5D_4_heterogeneity,5.0,0.5,366.2928276642268,-1.3596269724445376,378.6673446043959,-0.5086823384402112
7,5D_4_heterogeneity,5.0,0.5,366.27786311491343,-1.3606560229521323,379.086442356593,-0.47986270975654577
8,5D_4_heterogeneity,5.0,0.5,365.99613086727356,-1.380029590867087,380.3981119247637,-0.38966458840617085
9,5D_4_heterogeneity,5.0,0.5,366.17568438786503,-1.3676824337535902,381.1665402486278,-0.3368229330938335
10,5D_4_heterogeneity,5.0,0.5,366.4082478022073,-1.3516900042747564,381.8768095283388,-0.2879806360417174
11,5D_4_heterogeneity,5.0,0.5,367.15474980416684,-1.3003561319375734,382.6344204774327,-0.2358828471008307
12,5D_4_heterogeneity,5.0,0.5,366.73510262923895,-1.3292135421626778,383.1765747089287,-0.1986011304629321
13,5D_4_heterogeneity,5.0,0.5,367.43920041143167,-1.2807956336117317,383.2024605961238,-0.1968210644683065
14,5D_4_heterogeneity,5.0,0.5,368.3177023014318,-1.2203846718850886,384.0342492888619,-0.13962237718756673
15,5D_4_heterogeneity,5.0,0.5,369.0519395695792,-1.1698941948477282,385.54626482302905,-0.035647287771820794
16,5D_4_heterogeneity,5.0,0.5,370.1587694355978,-1.093782057315564,387.3736667466074,0.09001562647014176
17,5D_4_heterogeneity,5.0,0.5,371.8407709727531,-0.9781177296210248,389.6423335283347,0.24602251009951787
18,5D_4_heterogeneity,5.0,0.5,374.03033095503486,-0.8275506952259176,389.8736795133087,0.2619312219679399
19,5D_4_heterogeneity,5.0,0.5,375.227134948375,-0.7452514070184025,392.0428088877626,0.4110933274931274
20,5D_4_heterogeneity,5.0,0.5,378.65606994956113,-0.5094576500809235,392.56154401145295,0.44676460840923343
21,5D_4_heterogeneity,5.0,0.5,381.0152736602345,-0.34722491422326085,393.747905289634,0.5283457940457916
22,5D_4_heterogeneity,5.0,0.5,382.77222506103226,-0.22640659267229568,396.17361967308045,0.6951521953139025
23,5D_4_heterogeneity,5.0,0.5,385.46688016570766,-0.04110624414939241,399.02125359350265,0.8909722677989995
24,5D_4_heterogeneity,5.0,0.5,389.3847320515127,0.22830831604466062,403.2656463527163,1.1828417008057586
25,5D_4_heterogeneity,5.0,0.5,392.212343739574,0.4227515419610673,406.96170136780165,1.4370042024434726
26,5D_4_heterogeneity,5.0,0.5,394.7245418673389,0.5955050746212328,408.3383339739332,1.5316695647236267
27,5D_4_heterogeneity,5.0,0.5,398.20049115750777,0.8345318108438677,411.82336019917705,1.7713204844382433
28,5D_4_heterogeneity,5.0,0.5,400.7028016390956,1.0066054107439892,412.8800204155958,1.8439826615135064
29,5D_4_heterogeneity,5.0,0.5,403.7445353774394,1.2157729293815454,416.03842327277636,2.0611730355973115
30,5D_4_heterogeneity,5.0,0.5,404.9055775029037,1.2956130210225985,420.3713638659419,2.359131538950683
31,5D_4_heterogeneity,5.0,0.5,408.79792571391005,1.5632737983965,424.0640260148267,2.6130607271345325
32,5D_4_heterogeneity,5.0,0.5,411.24067655175077,1.731251726562941,427.25664408810604,2.8326039409034216
33,5D_4_heterogeneity,5.0,0.5,414.88117919915715,1.981594120360389,427.90666245379015,2.8773030304078877
34,5D_4_heterogeneity,5.0,0.5,416.8981068351889,2.120289938334906,431.39323396136115,3.117060212832447
35,5D_4_heterogeneity,5.0,0.5,420.13505455781956,2.342881519763331,433.9765875351206,3.2947068128537045
36,5D_4_heterogeneity,5.0,0.5,424.5709461831172,2.647919542162303,437.5704653921653,3.5418430115841733
37,5D_4_heterogeneity,5.0,0.5,426.98587511922926,2.8139842725774087,440.75353588139365,3.760729677266766
38,5D_4_heterogeneity,5.0,0.5,431.5529286934373,3.128041762738274,444.1072301029561,3.9913494352523182
39,5D_4_heterogeneity,5.0,0.5,434.8135439038467,3.3522608599576653,447.5348833696443,4.227055052580106
40,5D_4_heterogeneity,5.0,0.5,437.6264765126568,3.5456946659685205,448.28019824264885,4.278307290941675
41,5D_4_heterogeneity,5.0,0.5,440.7102933770795,3.757756068100045,452.9930273168058,4.602389162664309
42,5D_4_heterogeneity,5.0,0.5,442.60861001986507,3.8882954959120384,457.1188278846809,4.886103498438401
43,5D_4_heterogeneity,5.0,0.5,446.1535634842657,4.13206736538475,462.84992556291553,5.280207513959007
44,5D_4_heterogeneity,5.0,0.5,451.7828655078132,4.5191713124146204,465.9238270341365,5.491587075281724
45,5D_4_heterogeneity,5.0,0.5,455.03744625252796,4.742975444247744,468.4165344323223,5.663000310633448
46,5D_4_heterogeneity,5.0,0.5,455.8299434950234,4.7974722200997055,471.70878646662896,5.889394942111064
47,5D_4_heterogeneity,5.0,0.5,460.2321292482572,5.100192428307965,473.22353326639444,5.993557849428401
48,5D_4_heterogeneity,5.0,0.5,464.1662744762931,5.370727414633269,474.5541445319909,6.085058513404183
49,5D_4_heterogeneity,5.0,0.5,467.31140897522414,5.587005378292566,476.8276841783943,6.241400483895405
50,5D_4_heterogeneity,5.0,0.5,470.31901605538553,5.793826147008714,481.7353623607394,6.578881327380322
0,9D_7_heterogeneity,9.0,0.5,377.63095771502213,-0.5151336567033745,351.0277379643637,-2.008829454704645
1,9D_7_heterogeneity,9.0,0.5,377.34615939126763,-0.5311242797729514,351.4794445388297,-1.9834674038501556
2,9D_7_heterogeneity,9.0,0.5,376.8315596633399,-0.5600176039067442,353.3936097205092,-1.8759924246802289
3,9D_7_heterogeneity,9.0,0.5,376.0886564421008,-0.6017295256322703,356.96777741778874,-1.67531298358941
4,9D_7_heterogeneity,9.0,0.5,375.5093900762901,-0.6342536991963912,357.6330222579225,-1.637961361054125
5,9D_7_heterogeneity,9.0,0.5,375.1021664694596,-0.6571181568098216,358.7368221242471,-1.5759861100275037
6,9D_7_heterogeneity,9.0,0.5,374.7183195819025,-0.6786700775319616,361.74060313382824,-1.4073322736054552
7,9D_7_heterogeneity,9.0,0.5,374.5328224959228,-0.6890852160176897,364.2196117294172,-1.2681429289642456
8,9D_7_heterogeneity,9.0,0.5,374.5031329009032,-0.6907522030869532,365.3296789197464,-1.2058157853615314
9,9D_7_heterogeneity,9.0,0.5,374.51383694539476,-0.6901512011620548,366.7884069744055,-1.1239123170560852
