time_point,simulation,pair_distance_in_cell_diameter,heterogeneity_std,left_cell_fiber_density,left_cell_fiber_density_z_score,right_cell_fiber_density,right_cell_fiber_density_z_score
21,5D_19_heterogeneity,5.0,0.5,395.95362495878834,0.37446344900579204,417.6801108870222,1.5542180361188787
22,5D_19_heterogeneity,5.0,0.5,396.3833976678345,0.3978002337296556,419.70821212561845,1.664344530908097
23,5D_19_heterogeneity,5.0,0.5,398.5720120654933,0.5166426403474847,422.3533250605702,1.8079749425977432
24,5D_19_heterogeneity,5.0,0.5,399.8360893181831,0.5852824075998649,424.77593080753513,1.93952314842307
25,5D_19_heterogeneity,5.0,0.5,401.9159407843296,0.6982189549920783,425.7535676671543,1.9926091179386336
26,5D_19_heterogeneity,5.0,0.5,404.2421034329911,0.8245302721647849,426.85803702790963,2.0525821296341737
27,5D_19_heterogeneity,5.0,0.5,404.9513556048567,0.8630428740619477,427.70245780273143,2.098434426496181
28,5D_19_heterogeneity,5.0,0.5,409.90776414592375,1.1321773181338088,432.69857091533606,2.3697248405005733
29,5D_19_heterogeneity,5.0,0.5,412.00790247287483,1.2462154480447674,434.28787011751587,2.456024255429438
30,5D_19_heterogeneity,5.0,0.5,413.1640994711685,1.308997285699001,436.4929720403454,2.5757619395217097
31,5D_19_heterogeneity,5.0,0.5,416.4666679349629,1.4883277263089691,438.35396213253,2.6768142498253136
32,5D_19_heterogeneity,5.0,0.5,418.7234934994535,1.6108740193826192,439.9273512213728,2.7622497409124303
33,5D_19_heterogeneity,5.0,0.5,421.5358198028002,1.7635841662416845,440.597592284079,2.798644028088508
34,5D_19_heterogeneity,5.0,0.5,424.19173125436737,1.907800940565082,443.354145616946,2.948325686218306
35,5D_19_heterogeneity,5.0,0.5,425.9960273878976,2.005774752210181,444.85623161789687,3.0298893986250715
36,5D_19_heterogeneity,5.0,0.5,427.81524103513885,2.104558589244893,447.8559026380381,3.1927724188029005
37,5D_19_heterogeneity,5.0,0.5,432.04504047415526,2.3342379449967234,450.95491866406695,3.361049902070149
38,5D_19_heterogeneity,5.0,0.5,437.3020641873519,2.619695881484577,454.29855844918006,3.542610527528445
39,5D_19_heterogeneity,5.0,0.5,442.8713471675831,2.9221095881724266,457.45419539825207,3.7139625435989925
40,5D_19_heterogeneity,5.0,0.5,444.48955378175833,3.0099786840895475,459.36565075371686,3.8177551325671426
41,5D_19_heterogeneity,5.0,0.5,447.22399041732496,3.158459399039756,462.288539976574,3.9764688785304507
42,5D_19_heterogeneity,5.0,0.5,448.7776781417273,3.2428251002331994,463.3777114045376,4.035611207968215
43,5D_19_heterogeneity,5.0,0.5,451.2097941868234,3.3748897180490416,466.4581057974615,4.2028775310714295
44,5D_19_heterogeneity,5.0,0.5,453.2625230894012,3.486353502248434,468.2874534074338,4.302211645268177
45,5D_19_heterogeneity,5.0,0.5,455.70705892937104,3.6190925185851266,471.9748440504623,4.5024380435895734
46,5D_19_heterogeneity,5.0,0.5,457.0045374361092,3.6895459837732467,473.2094354936808,4.5694767227003465
47,5D_19_heterogeneity,5.0,0.5,458.7313495348603,3.7833123895009493,474.8887232492379,4.660662542590657
48,5D_19_heterogeneity,5.0,0.5,457.77008351919113,3.731115361635162,478.7524883395169,4.870466125362435
49,5D_19_heterogeneity,5.0,0.5,460.1134100224163,3.8583586811676134,479.685327094469,4.921119544595845
50,5D_19_heterogeneity,5.0,0.5,462.9245598460329,4.011004944830713,484.26787893831994,5.169953459860583
0,4D_15_heterogeneity,4.0,0.5,380.3932556877142,-0.04945594196215458,378.61118228083797,-0.14833073689696416
1,4D_15_heterogeneity,4.0,0.5,380.6549519450171,-0.03493624615378289,379.01588773080135,-0.1258764607601177
2,4D_15_heterogeneity,4.0,0.5,380.4459814469346,-0.04653055818695119,379.2223239584624,-0.1144227576756399
3,4D_15_heterogeneity,4.0,0.5,381.1846247203354,-0.005548406775184682,379.4618511743221,-0.10113306699396206
4,4D_15_heterogeneity,4.0,0.5,381.27696499053434,-0.0004250907294405779,379.47199214361393,-0.10057041550311813
5,4D_15_heterogeneity,4.0,0.5,381.6079448596117,0.017938668336992085,379.61503089653354,-0.09263419508251938
6,4D_15_heterogeneity,4.0,0.5,381.47566253761664,0.010599247070566163,379.6508322977273,-0.09064782561662035
7,4D_15_heterogeneity,4.0,0.5,381.12607616357775,-0.0087968568787588,379.7491073749656,-0.08519522861828752
8,4D_15_heterogeneity,4.0,0.5,380.62320776079343,-0.03669750901387454,380.37676401581245,-0.050370949543282036
9,4D_15_heterogeneity,4.0,0.5,379.7810794291984,-0.08342132284441911,380.65691448076313,-0.03482735876525426
10,4D_15_heterogeneity,4.0,0.5,380.15885203625135,-0.062461361874113365,380.73502898998095,-0.030493330744555073
11,4D_15_heterogeneity,4.0,0.5,381.2669946125679,-0.0009782773002360425,381.05516362415483,-0.01273129794425796
12,4D_15_heterogeneity,4.0,0.5,381.4566408084793,0.009543864300975797,381.51295036991235,0.012668088206725547
13,4D_15_heterogeneity,4.0,0.5,382.32726390908323,0.057848653657894836,382.1553978328363,0.04831300659666973
14,4D_15_heterogeneity,4.0,0.5,383.35744085438,0.11500597042148034,382.65130815709364,0.07582760359800746
15,4D_15_heterogeneity,4.0,0.5,384.2817146153574,0.1662874598526335,382.7579118104855,0.08174229506231563
16,4D_15_heterogeneity,4.0,0.5,386.4941420818902,0.2890395929676322,382.6660869946257,0.07664757797432543
17,4D_15_heterogeneity,4.0,0.5,388.581926804191,0.4048761715782582,382.6065162147659,0.07334241185714181
18,4D_15_heterogeneity,4.0,0.5,389.6440158414082,0.46380406722618955,382.58410513053946,0.07209897746852009
19,4D_15_heterogeneity,4.0,0.5,392.01764169143513,0.5954999717090266,382.7851571413626,0.08325394800153349
20,4D_15_heterogeneity,4.0,0.5,393.86006698708655,0.6977232710340313,383.62423005941616,0.12980823829495144
21,4D_15_heterogeneity,4.0,0.5,396.1730650306986,0.8260553623857754,384.5328338350068,0.18022030978531264
22,4D_15_heterogeneity,4.0,0.5,397.66574175243295,0.9088735584241496,385.4709075129305,0.2322674601330839
23,4D_15_heterogeneity,4.0,0.5,399.57406199461093,1.0147529076626502,386.90930878698475,0.31207429101744033
24,4D_15_heterogeneity,4.0,0.5,400.8637461617403,1.0863084659598319,387.5420425637398,0.34718026486991305
25,4D_15_heterogeneity,4.0,0.5,403.81777980962715,1.250207141535334,388.3796404980134,0.39365271862493956
26,4D_15_heterogeneity,4.0,0.5,408.53897947800675,1.5121535053922428,390.1333806786449,0.4909555009120237
27,4D_15_heterogeneity,4.0,0.5,409.29799065497906,1.5542657293818898,390.93690727213226,0.5355375741583722
28,4D_15_heterogeneity,4.0,0.5,413.5359336795959,1.7893995605066706,392.65660173150644,0.6309513973853293
29,4D_15_heterogeneity,4.0,0.5,414.1349518691699,1.8226348921309548,394.41333535186993,0.7284202647161064
30,4D_15_heterogeneity,4.0,0.5,414.0898151529963,1.8201305712996831,395.1658338223141,0.7701711441506093
31,4D_15_heterogeneity,4.0,0.5,417.28286071276307,1.9972903469414993,398.1204790742816,0.9341037533608461
32,4D_15_heterogeneity,4.0,0.5,419.33268770007237,2.1110209161986395,401.68434658241523,1.1318378465142913
33,4D_15_heterogeneity,4.0,0.5,421.79786686473557,2.2477964740646277,405.2364718916996,1.3289204471428908
34,4D_15_heterogeneity,4.0,0.5,424.9170746747275,2.42085950916856,408.6823950345811,1.5201106320134208
35,4D_15_heterogeneity,4.0,0.5,426.40823237322456,2.503593425226936,410.8649350174674,1.6412045176032284
36,4D_15_heterogeneity,4.0,0.5,429.5385800034098,2.6772745310753017,414.362176517594,1.8352419993524494
37,4D_15_heterogeneity,4.0,0.5,432.2418800601537,2.8272617525480337,416.95427526634984,1.9790594376493733
38,4D_15_heterogeneity,4.0,0.5,435.3725024571159,3.0009581032839714,419.3482186434574,2.1118826196707947
39,4D_15_heterogeneity,4.0,0.5,437.71247149323744,3.130786626456805,419.7867264596937,2.136212352800965
40,4D_15_heterogeneity,4.0,0.5,440.8365552760536,3.3041201952050003,422.06768648523837,2.262766878506814
41,4D_15_heterogeneity,4.0,0.5,444.15937980385166,3.488480498502655,424.5667727440425,2.401423703983376
42,4D_15_heterogeneity,4.0,0.5,446.3447074767931,3.6097290535249753,427.3874235769828,2.557921899632082
43,4D_15_heterogeneity,4.0,0.5,448.600618078578,3.7348937618260396,431.1314459671108,2.765651527730924
44,4D_15_heterogeneity,4.0,0.5,451.25910916579716,3.882394846837779,434.9929418298692,2.9798989375731
45,4D_15_heterogeneity,4.0,0.5,454.27230894619277,4.049576237477834,436.68359414680896,3.0737014153489706
46,4D_15_heterogeneity,4.0,0.5,456.5211868076985,4.174350748186446,439.68508415408775,3.2402331125413864
47,4D_15_heterogeneity,4.0,0.5,457.9240715871791,4.252187017081483,441.7294985721016,3.353663376167404
48,4D_15_heterogeneity,4.0,0.5,461.35800568078844,4.4427120134229225,444.1506853922265,3.4879981063839005
49,4D_15_heterogeneity,4.0,0.5,465.5059693023476,4.672853516514884,448.83563631440836,3.747933280728013
50,4D_15_heterogeneity,4.0,0.5,469.4119896275423,4.8895712775086935,450.95766413981477,3.865669769737632
0,5D_7_heterogeneity,5.0,0.5,355.680842773737,-1.746128548732943,377.53143699493626,-0.47650531267157936
1,5D_7_heterogeneity,5.0,0.5,355.89470477387283,-1.733702151448994,377.6298318638468,-0.4707881037657995
2,5D_7_heterogeneity,5.0,0.5,355.55871696591663,-1.7532246378260765,377.2918285343947,-0.4904277015082773
3,5D_7_heterogeneity,5.0,0.5,355.3300722160151,-1.7665099830363593,377.9776937129076,-0.45057567924151065
4,5D_7_heterogeneity,5.0,0.5,355.2374767924372,-1.7718902166417867,378.48645211556334,-0.42101440127285306
5,5D_7_heterogeneity,5.0,0.5,355.23915726736885,-1.7717925730720387,379.57592938959095,-0.3577106005494722
6,5D_7_heterogeneity,5.0,0.5,354.71186768395137,-1.8024306005994755,380.49011246869003,-0.3045922245690038
7,5D_7_heterogeneity,5.0,0.5,354.18275835704674,-1.8331743638607585,381.32629912947476,-0.2560058106953315
8,5D_7_heterogeneity,5.0,0.5,352.93161633834285,-1.9058716535764795,381.6949633731856,-0.23458466830524682
9,5D_7_heterogeneity,5.0,0.5,353.40759618099435,-1.8782149655244504,381.89322722634756,-0.22306459739562973
10,5D_7_heterogeneity,5.0,0.5,353.7706198643564,-1.8571215664630258,383.05973479189925,-0.1552849711175986
11,5D_7_heterogeneity,5.0,0.5,354.0986559737967,-1.8380611115117107,384.6883038369857,-0.060657379746833474
12,5D_7_heterogeneity,5.0,0.5,354.53632212881035,-1.8126306305637907,386.88327963664915,0.06688113246174326
13,5D_7_heterogeneity,5.0,0.5,355.727976411738,-1.7433898606496658,388.86643042373777,0.18211160603203613
14,5D_7_heterogeneity,5.0,0.5,357.48913816819,-1.6410580034096123,391.01654050436434,0.30704320701361576
15,5D_7_heterogeneity,5.0,0.5,359.16409219594385,-1.5437352243838722,393.0666485489549,0.42616421505115576
16,5D_7_heterogeneity,5.0,0.5,360.77134216184646,-1.4503463727027122,395.2282984896407,0.5517663366750456
17,5D_7_heterogeneity,5.0,0.5,362.16811731844916,-1.3691871064409495,397.5208586797097,0.6849749651414042
18,5D_7_heterogeneity,5.0,0.5,363.7629417132643,-1.2765202394167874,400.7559530357564,0.8729493023016711
19,5D_7_heterogeneity,5.0,0.5,369.5188836489907,-0.9420726929089563,402.4808804247643,0.9731757708101711
20,5D_7_heterogeneity,5.0,0.5,369.2925288953216,-0.955224978468881,404.60287863524314,1.0964739387057962
21,5D_7_heterogeneity,5.0,0.5,371.42173275179044,-0.8315081283403105,406.74978682039574,1.2212194943628392
22,5D_7_heterogeneity,5.0,0.5,374.01297384069625,-0.6809447219904763,409.2565811831887,1.3668761451069993
23,5D_7_heterogeneity,5.0,0.5,374.70434686883294,-0.6407726675180703,412.4043714798131,1.549777702034246
24,5D_7_heterogeneity,5.0,0.5,375.85107862955067,-0.5741421093649072,415.10234367190793,1.7065426920685995
25,5D_7_heterogeneity,5.0,0.5,377.52920568704053,-0.47663496225101615,416.1184812831673,1.765585110285268
26,5D_7_heterogeneity,5.0,0.5,379.3452155765452,-0.37111616814905046,420.3286351875826,2.0102150352350536
27,5D_7_heterogeneity,5.0,0.5,380.71394886777716,-0.2915862673634276,423.552326905767,2.1975268250139615
28,5D_7_heterogeneity,5.0,0.5,382.93169280649903,-0.16272481820870538,424.8181610003206,2.2710777940711173
29,5D_7_heterogeneity,5.0,0.5,388.1771892517336,0.14206342251958534,428.1958747918255,2.4673389973613675
30,5D_7_heterogeneity,5.0,0.5,395.18973691825414,0.5495257263485819,435.61447645670296,2.8983949657923733
31,5D_7_heterogeneity,5.0,0.5,396.46264059874557,0.6234874719038589,438.0344556792219,3.039007244826637
32,5D_7_heterogeneity,5.0,0.5,404.0107611259251,1.0620691009838275,442.333010568706,3.288773686595959
33,5D_7_heterogeneity,5.0,0.5,405.363704557616,1.140681535985016,446.03057477331686,3.5036197170278505
34,5D_7_heterogeneity,5.0,0.5,409.99793706411043,1.4099524405651698,453.02927261339175,3.910277280203443
35,5D_7_heterogeneity,5.0,0.5,409.35460129732127,1.3725715789814408,455.7569511796669,4.068768351576209
36,5D_7_heterogeneity,5.0,0.5,413.5448477889683,1.616044788760708,459.68407439144505,4.2969528499049625
37,5D_7_heterogeneity,5.0,0.5,420.3702164664002,2.012631104896022,468.04110869292174,4.7825362087054595
38,5D_7_heterogeneity,5.0,0.5,422.69829914425856,2.1479037585071183,470.11758808584165,4.903189517250082
39,5D_7_heterogeneity,5.0,0.5,426.9706221278773,2.3961460020383627,479.056452707012,5.4225799792281855
40,5D_7_heterogeneity,5.0,0.5,433.1939176799238,2.7577490119047896,482.9811854122842,5.650625577782626
41,5D_7_heterogeneity,5.0,0.5,437.19569931487945,2.990271518979404,485.4839315723125,5.79604700873174
42,5D_7_heterogeneity,5.0,0.5,440.2131690663985,3.165600833681704,489.4676389782442,6.0275193173124215
43,5D_7_heterogeneity,5.0,0.5,444.5448229355712,3.4172904832721533,492.1394572069581,6.182764637936994
44,5D_7_heterogeneity,5.0,0.5,447.94343792074307,3.614766145120024,497.6913575224203,6.50535639784293
45,5D_7_heterogeneity,5.0,0.5,450.69356333238443,3.774561484750429,500.8189806102114,6.6870861442151845
46,5D_7_heterogeneity,5.0,0.5,453.132912601982,3.916299255458087,505.05277810796173,6.933089874159847
47,5D_7_heterogeneity,5.0,0.5,455.47907534793416,4.052622446840792,508.11674356255986,7.111120809898564
48,5D_7_heterogeneity,5.0,0.5,457.24117363804686,4.155008721131702,514.0582661291633,7.456351471901522
49,5D_7_heterogeneity,5.0,0.5,461.75878364792305,4.4175033051205235,517.8827012006749,7.678569301881099
50,5D_7_heterogeneity,5.0,0.5,462.06201392589304,4.4351224235248425,519.8713024854623,7.794116475237969
0,5D_16_heterogeneity,5.0,0.5,394.69439919526343,0.9479615480659872,389.7568750939569,0.678816626855328
1,5D_16_heterogeneity,5.0,0.5,394.8746352776372,0.9577862345271569,389.11062197852004,0.6435893063870842
2,5D_16_heterogeneity,5.0,0.5,395.24651563760887,0.9780574692858657,389.34508922340626,0.6563701388157671
3,5D_16_heterogeneity,5.0,0.5,395.63074189407524,0.9990016800688258,389.4964122262167,0.6646187704848258
4,5D_16_heterogeneity,5.0,0.5,396.0732973523056,1.0231254213393213,390.270352785721,0.7068063460056012
5,5D_16_heterogeneity,5.0,0.5,396.31491679742766,1.036296120901706,390.66344790316253,0.7282339992668989
6,5D_16_heterogeneity,5.0,0.5,396.71587118986304,1.058152184010853,391.80141577221275,0.7902647390003491
7,5D_16_heterogeneity,5.0,0.5,397.6170229838458,1.1072740563529355,392.0855259038805,0.8057516100381309
8,5D_16_heterogeneity,5.0,0.5,399.4528584425464,1.20734562658729,392.5492482169449,0.8310291586338541
9,5D_16_heterogeneity,5.0,0.5,400.6684915123008,1.2736099039998388,393.46404517265324,0.8808948300748765
10,5D_16_heterogeneity,5.0,0.5,399.8958552186459,1.2314934241379547,394.80314518764845,0.953889302736531
11,5D_16_heterogeneity,5.0,0.5,400.8798796137156,1.2851326900628177,395.480480484246,0.9908109159369022
12,5D_16_heterogeneity,5.0,0.5,401.46002593297686,1.316756522612193,395.7366484862021,1.0047746587538582
13,5D_16_heterogeneity,5.0,0.5,401.5959756000637,1.3241671522488199,395.4161714549515,0.9873054244663841
14,5D_16_heterogeneity,5.0,0.5,401.9192864102788,1.3417908561045384,396.1036358836831,1.0247791776491069
15,5D_16_heterogeneity,5.0,0.5,403.18057664257447,1.4105439099084,397.70873953486023,1.1122735345104113
16,5D_16_heterogeneity,5.0,0.5,404.06738593184866,1.4588839709174042,398.028330942758,1.1296944933823856
17,5D_16_heterogeneity,5.0,0.5,405.3479525587948,1.5286877828771723,399.82786041097023,1.2277870205277395
18,5D_16_heterogeneity,5.0,0.5,408.38572858957406,1.6942772511378668,401.31843191515253,1.3090382188653522
19,5D_16_heterogeneity,5.0,0.5,409.18858044365277,1.7380407841508334,403.51952703505214,1.4290201289214042
20,5D_16_heterogeneity,5.0,0.5,410.2573749429318,1.7963008767390845,406.0046250001961,1.5644830618218135
21,5D_16_heterogeneity,5.0,0.5,411.5506945659365,1.866799855760108,407.8523061769463,1.665200343304503
22,5D_16_heterogeneity,5.0,0.5,412.8599988314421,1.9381701592057234,408.9450249440392,1.7247645500689426
23,5D_16_heterogeneity,5.0,0.5,415.0277970829798,2.056337053713911,410.0670439214947,1.7859259141631905
24,5D_16_heterogeneity,5.0,0.5,415.16808091957074,2.0639839393537,411.9491286867676,1.888518538617848
25,5D_16_heterogeneity,5.0,0.5,417.2787198929462,2.1790350760241957,413.64352023487146,1.9808799874650034
26,5D_16_heterogeneity,5.0,0.5,419.14422323802705,2.2807238456440047,415.2667484057907,2.069362313668408
27,5D_16_heterogeneity,5.0,0.5,421.97568424476856,2.4350670617852375,418.2808850496254,2.2336631966369382
28,5D_16_heterogeneity,5.0,0.5,424.18068387408204,2.555261807030951,419.323920044975,2.2905191361490207
29,5D_16_heterogeneity,5.0,0.5,427.07268330921556,2.712904978819079,421.38524994644894,2.4028824304921454
30,5D_16_heterogeneity,5.0,0.5,430.14405359101835,2.8803256729855815,424.7390531081822,2.5856985685403435
31,5D_16_heterogeneity,5.0,0.5,433.9331911781653,3.0868719330998693,425.72079395437964,2.6392133579930537
32,5D_16_heterogeneity,5.0,0.5,437.15502105021864,3.262494194232425,428.9171944470553,2.813449461171013
33,5D_16_heterogeneity,5.0,0.5,438.65303725626495,3.3441512039960717,432.3180577485427,2.9988308520354834
34,5D_16_heterogeneity,5.0,0.5,440.57335939621714,3.4488281514806935,434.4307225178058,3.1139924150377576
35,5D_16_heterogeneity,5.0,0.5,442.52323060507996,3.555115821598891,435.15637589901235,3.1535478517513535
36,5D_16_heterogeneity,5.0,0.5,444.3423317975312,3.654275205344876,438.2906846379573,3.3243993273664314
37,5D_16_heterogeneity,5.0,0.5,445.16353128080226,3.699038869417876,439.964806842428,3.4156558923116127
38,5D_16_heterogeneity,5.0,0.5,448.5957861406319,3.8861314171948713,440.1090505564107,3.423518631254949
39,5D_16_heterogeneity,5.0,0.5,450.3298953426926,3.9806578792400513,442.4935422571166,3.553497506850541
40,5D_16_heterogeneity,5.0,0.5,456.21041956340457,4.301205829100608,445.96384768922616,3.7426641950404593
41,5D_16_heterogeneity,5.0,0.5,459.83105378401865,4.498566954240623,448.3913246120311,3.8749861992927825
42,5D_16_heterogeneity,5.0,0.5,461.1657450945317,4.571321107990178,450.09058334674876,3.9676129589578326
43,5D_16_heterogeneity,5.0,0.5,467.0339673997315,4.891198479234141,455.77004378906616,4.277200902612041
44,5D_16_heterogeneity,5.0,0.5,472.9887695308577,5.215795325249118,460.6514125706305,4.543284791856584
45,5D_16_heterogeneity,5.0,0.5,478.71735896415584,5.528061295002108,464.67367148034657,4.762538518042538
46,5D_16_heterogeneity,5.0,0.5,486.8616844090359,5.972009270789444,469.5445944473858,5.028053004916651
47,5D_16_heterogeneity,5.0,0.5,492.1706582208812,6.261401952016147,474.7079702610437,5.309509125035692
48,5D_16_heterogeneity,5.0,0.5,499.29228538797946,6.649602544753136,480.5701133064763,5.629055115235734
49,5D_16_heterogeneity,5.0,0.5,509.06145026105247,7.1821206765353045,484.52084596142845,5.844409938285634
50,5D_16_heterogeneity,5.0,0.5,516.3577600746376,7.579843237400636,488.66188302272656,6.070138273120209
0,4D_15,4.0,0,380.3932556877142,-0.04945594196215458,378.61118228083797,-0.14833073689696416
1,4D_15,4.0,0,381.3633532362829,0.004367989089946337,378.90607385953626,-0.1319692647716908
2,4D_15,4.0,0,381.56839860974736,0.015744523398468522,379.194377522218,-0.11597331005028531
3,4D_15,4.0,0,381.72185592607696,0.024258797066875542,379.46791830813146,-0.1007964441539994
4,4D_15,4.0,0,381.40811280558654,0.006851384678025832,379.60609640837475,-0.09312990736975674
5,4D_15,4.0,0,381.14070729358536,-0.00798507776035353,379.7486908985245,-0.08521833598443211
6,4D_15,4.0,0,380.8415962534033,-0.024580658305254736,379.9761814041036,-0.07259647820800157
7,4D_15,4.0,0,380.00853481176415,-0.07080141379845784,380.1871622508372,-0.06089062598246165
8,4D_15,4.0,0,379.67278243830793,-0.08942996576846349,380.51950232233776,-0.0424513987926931
9,4D_15,4.0,0,380.8053785332243,-0.02659012640117277,380.5845665577113,-0.03884143923360531
10,4D_15,4.0,0,381.9870526094316,0.03897270704550261,380.7416320164612,-0.030126974966692043
11,4D_15,4.0,0,383.4891523677199,0.1223137215061358,381.0239361139645,-0.014463894174289109
12,4D_15,4.0,0,385.09651199421046,0.211494870185262,381.3899008398758,0.005840930019950667
13,4D_15,4.0,0,386.8189056174131,0.30705845114330177,381.85653807128165,0.03173136774612537
14,4D_15,4.0,0,388.6599758260968,0.4092065661658317,382.20347446761946,0.05098044295871852
15,4D_15,4.0,0,390.5680703924112,0.5150733942283539,382.17927853557285,0.049637979842365405
16,4D_15,4.0,0,392.3251065897524,0.6125590494403202,382.15694099826106,0.048398626057875226
17,4D_15,4.0,0,394.170011163087,0.7149199065514203,382.0217196015482,0.04089613608232689
18,4D_15,4.0,0,396.1836440104661,0.8266423160157971,382.1667378013293,0.048942182171024896
19,4D_15,4.0,0,398.2706912248969,0.9424379754706061,382.8986686540812,0.08955190828727784
20,4D_15,4.0,0,400.5363041401465,1.0681409973172924,383.7804617777445,0.1384764441345219
21,4D_15,4.0,0,402.7760716895692,1.1924100404982905,384.7702413151763,0.19339239115254236
22,4D_15,4.0,0,405.21909893217816,1.3279565430727984,385.8718067429069,0.25451055573200315
23,4D_15,4.0,0,407.8465536148549,1.4737356349708959,386.91903732726973,0.31261405970596967
24,4D_15,4.0,0,410.28598479246904,1.6090826170388077,387.98633963376403,0.3718312032203064
25,4D_15,4.0,0,412.53634801001886,1.7339395397702344,389.1306545221203,0.4353212365099034
26,4D_15,4.0,0,414.83924754470934,1.8617113354602441,390.3715635596128,0.5041706038487554
27,4D_15,4.0,0,417.26283383835835,1.9961791956879587,391.88109810721625,0.5879241227921341
28,4D_15,4.0,0,419.7450050044457,2.133897520922487,394.7268273628238,0.7458137447922726
29,4D_15,4.0,0,422.2016562553,2.2701999244695656,397.67187941123495,0.9092140942029151
30,4D_15,4.0,0,424.6694296991955,2.4071194207536393,401.4612509695455,1.1194598306097643
31,4D_15,4.0,0,427.2022803280567,2.5476495950791382,403.9459031176949,1.257315808194456
32,4D_15,4.0,0,429.7091725551831,2.6867395191666508,405.6403417167855,1.35132836029711
33,4D_15,4.0,0,432.10267399940443,2.819538181421752,407.37313678623417,1.4474690447911953
34,4D_15,4.0,0,434.53745751769327,2.9546272973653256,410.1215659599816,1.5999601654703763
35,4D_15,4.0,0,436.99079181407836,3.0907456662976207,413.1952936386065,1.770499826034758
36,4D_15,4.0,0,439.4068724029673,3.224797087440317,416.53066765945556,1.9555564129687484
37,4D_15,4.0,0,441.8152505786942,3.3584211555239536,419.25574219458866,2.106751748022682
38,4D_15,4.0,0,444.22859580520236,3.492320810530965,422.08016940298853,2.26345946834513
39,4D_15,4.0,0,446.6854916335513,3.628636783973388,425.08281412378346,2.430055232517995
40,4D_15,4.0,0,449.38328696374936,3.778318586653442,428.4875841194078,2.6189621169474364
41,4D_15,4.0,0,452.4400038259438,3.947914435936119,432.017693540422,2.8148232098482278
42,4D_15,4.0,0,455.6980156118547,4.128678733290065,436.48933762258173,3.062923478860157
43,4D_15,4.0,0,458.8734668555419,4.304862323333873,439.56966808145796,3.2338294815408797
44,4D_15,4.0,0,462.63963218299847,4.5138205082245815,441.8424034785429,3.3599276801115874
45,4D_15,4.0,0,467.55586350457696,4.786587815058043,446.05615481655406,3.5937192836698504
46,4D_15,4.0,0,472.82928917693914,5.079173339283298,450.6622411161491,3.8492788114464336
47,4D_15,4.0,0,479.0220113178999,5.422764197781685,455.2508810481196,4.103870362250473
48,4D_15,4.0,0,483.8544216887907,5.690880866050815,459.9707907596031,4.365745155417263
49,4D_15,4.0,0,487.03827802885337,5.867530796132765,464.89205270823373,4.638791576576908
50,4D_15,4.0,0,490.27382202600324,6.0470485129598845,468.98312673687775,4.865776673871161
0,4D_16,4.0,0,420.50517795328915,1.7975507579690426,399.8839038077237,0.6917636371127758
1,4D_16,4.0,0,419.34440756024867,1.7353060614563658,398.90436165939957,0.6392370529499037
2,4D_16,4.0,0,418.1287015356793,1.6701155181743792,397.8438854524389,0.5823704925543712
3,4D_16,4.0,0,417.0838599433617,1.614087342225406,397.0169577985058,0.5380276482109864
4,4D_16,4.0,0,416.1708032856055,1.5651259499451908,396.8786641344891,0.5306118429854595
5,4D_16,4.0,0,415.2792450802282,1.517317382247547,396.97880112039087,0.5359815494618827
6,4D_16,4.0,0,413.3527161155991,1.4140099482836994,397.37185351314304,0.5570584368869284
7,4D_16,4.0,0,411.7254287587796,1.326748928988719,398.165719095737,0.5996283736777769
8,4D_16,4.0,0,411.4256651525682,1.3106745228821848,399.42807419787874,0.667320408808191
9,4D_16,4.0,0,411.33765980959987,1.3059553588705946,400.6848922578489,0.7347155277598212
10,4D_16,4.0,0,411.31088053125615,1.3045193573466691,401.6072429441216,0.7841752993817709
11,4D_16,4.0,0,411.38234423548926,1.3083514990073555,402.473980313186,0.8306528842832059
12,4D_16,4.0,0,411.55166701325334,1.3174311972644777,403.1013121883917,0.8642926828333963
13,4D_16,4.0,0,411.76414428993826,1.3288249954543594,403.97344433402117,0.9110595551185009
14,4D_16,4.0,0,412.01150742878775,1.342089499441043,405.3126117646272,0.9828705444386145
15,4D_16,4.0,0,412.23784478226696,1.3542265249555323,405.9628483408193,1.0177385756954267
16,4D_16,4.0,0,412.44940778040507,1.365571296231034,407.364497250898,1.0929000473768744
17,4D_16,4.0,0,412.70726383154573,1.3793984680330011,408.8901832172841,1.1747128335409003
18,4D_16,4.0,0,413.29553912711765,1.4109439118678202,410.4847231419367,1.2602178173709662
19,4D_16,4.0,0,412.8780680271998,1.3885576052623119,411.96748131411573,1.3397286603269318
20,4D_16,4.0,0,412.7038682278778,1.3792163835130533,413.53818895555906,1.423955671144887
21,4D_16,4.0,0,413.79306119556026,1.4376228402280211,415.171945386088,1.5115635855124627
22,4D_16,4.0,0,414.91917001725324,1.4980088582267446,416.91199075919036,1.6048710964693407
23,4D_16,4.0,0,416.06993600793936,1.5597170825894844,418.8203482065209,1.707204108113147
24,4D_16,4.0,0,417.2376494001492,1.6223340877678345,420.9322683973458,1.8204528885136868
25,4D_16,4.0,0,418.51744453130897,1.690961320177493,423.10909966976686,1.9371824353073803
26,4D_16,4.0,0,419.90244965959033,1.7652302922285126,425.33846792397986,2.0567292046172043
27,4D_16,4.0,0,421.40571806063946,1.8458409676570138,427.5000476356099,2.1726409076939386
28,4D_16,4.0,0,423.6191608581607,1.9645337565202754,429.89827830464725,2.301242688939075
